0.34023,0.3171,0.33099,0.33083,0.34541,0.30949,0.29738,0.35317,0.43229,0.39031,0.25518,0.32578,0.27842,0.34839,0.33712,0.34818,0.3041,0.33583,0.36244,0.31833,0.35678,0.31552,0.32354,0.3136,0.28271,0.29436,0.31827,0.28791,0.33492,0.34091,0.30671,0.31031,0.35084,0.32773,0.28602,0.33908,0.32004,0.30407,0.88955,0.28155,0.30976,0.70371,0.91206,0.30437,0.26933,0.34516,0.31396,0.31656,0.39374,0.31576
0.32643,0.30299,0.35142,0.34366,0.36437,0.36155,0.31868,0.34466,0.35225,0.3391,0.30874,0.30649,0.33699,0.43853,0.33536,0.33697,0.2893,0.34489,0.34039,0.31828,0.32854,0.33862,0.31792,0.32544,0.2735,0.29315,0.3047,0.28622,0.3123,0.29156,0.31659,0.28567,0.35545,0.30255,0.28972,0.31765,0.33197,0.30555,0.9592,0.33475,0.38224,0.70451,0.90128,0.31441,0.29313,0.32953,0.33069,0.30016,0.33649,0.31209
0.35418,0.26653,0.31383,0.29702,0.34568,0.3052,0.28036,0.3262,0.41091,0.32712,0.28663,0.28524,0.33543,0.4075,0.33356,0.34133,0.2997,0.35201,0.31872,0.32521,0.2986,0.32537,0.3241,0.34609,0.27846,0.32193,0.31429,0.28251,0.32711,0.31539,0.27645,0.28647,0.29825,0.33021,0.32272,0.29181,0.28386,0.29402,0.96776,0.2678,0.29668,0.72145,0.92125,0.28864,0.29413,0.32662,0.31389,0.32158,0.34036,0.299
0.35552,0.23904,0.31412,0.32739,0.31944,0.2434,0.27798,0.32027,0.49721,0.44998,0.23056,0.29662,0.30958,0.35744,0.30507,0.34135,0.29759,0.29134,0.42683,0.25954,0.36508,0.3481,0.26906,0.32347,0.26169,0.31013,0.32227,0.28918,0.32356,0.36386,0.32002,0.29607,0.29097,0.31806,0.29344,0.31078,0.29183,0.28389,0.84531,0.27728,0.34586,0.70311,0.819,0.29339,0.28918,0.35388,0.31308,0.29212,0.42289,0.30446
0.26194,0.23987,0.33596,0.27845,0.25983,0.2376,0.23695,0.27091,0.32348,0.33719,0.24511,0.27111,0.25095,0.27289,0.25682,0.28147,0.27848,0.29323,0.29708,0.29614,0.27288,0.26992,0.24236,0.29275,0.22099,0.22377,0.29179,0.253,0.31124,0.27295,0.33847,0.26294,0.24235,0.31324,0.24139,0.26432,0.27545,0.23725,0.93456,0.28865,0.25803,0.76471,0.91912,0.25313,0.22356,0.25099,0.25849,0.26599,0.33187,0.24371
0.40886,0.38179,0.40666,0.41686,0.41904,0.41856,0.3926,0.41881,0.53635,0.45467,0.35505,0.38686,0.43711,0.48519,0.44971,0.42544,0.38825,0.38299,0.46375,0.37442,0.47192,0.44025,0.39867,0.45676,0.39956,0.39467,0.40177,0.37677,0.46523,0.38236,0.4151,0.3936,0.39031,0.46003,0.38412,0.41964,0.4135,0.38112,0.91688,0.37122,0.4253,0.65811,0.88487,0.44667,0.39277,0.42728,0.41674,0.43266,0.48569,0.42253
0.38609,0.35987,0.33068,0.33758,0.33441,0.29099,0.31562,0.33057,0.35025,0.37333,0.28695,0.33474,0.30356,0.38053,0.35574,0.33959,0.30869,0.3724,0.37484,0.31876,0.35296,0.36975,0.31985,0.37415,0.25745,0.36555,0.35798,0.31919,0.31005,0.35665,0.33954,0.31041,0.37284,0.3884,0.29467,0.33375,0.3521,0.3366,0.96046,0.34825,0.33116,0.67373,0.95569,0.33212,0.32747,0.34124,0.35117,0.32559,0.3514,0.29666
0.40876,0.36268,0.36799,0.36689,0.35853,0.31299,0.31388,0.3615,0.40719,0.41219,0.36872,0.32787,0.38444,0.44867,0.38604,0.38898,0.33795,0.41477,0.44455,0.34794,0.38294,0.38758,0.35469,0.36981,0.31402,0.35712,0.37748,0.37323,0.35171,0.39122,0.38078,0.34884,0.40023,0.37891,0.38495,0.40382,0.35708,0.35308,0.93907,0.38243,0.36076,0.66393,0.90337,0.35196,0.35661,0.35158,0.37095,0.33313,0.45783,0.32295
0.38205,0.37466,0.42069,0.35033,0.3475,0.34131,0.3574,0.3596,0.46943,0.43736,0.3162,0.34989,0.37556,0.47432,0.34702,0.33632,0.36579,0.35235,0.4437,0.33266,0.37069,0.36778,0.31422,0.38515,0.29213,0.34315,0.37846,0.33853,0.37793,0.40796,0.37554,0.32072,0.38889,0.36932,0.38333,0.33975,0.35479,0.35809,0.88769,0.32394,0.41296,0.68757,0.8922,0.32086,0.33116,0.37028,0.35641,0.32865,0.4291,0.32907
0.22319,0.16382,0.22418,0.18569,0.21491,0.17309,0.17986,0.20373,0.32655,0.29443,0.17992,0.2083,0.14313,0.2457,0.20492,0.17393,0.22754,0.22136,0.29253,0.19772,0.23951,0.22234,0.19092,0.20298,0.14663,0.17056,0.16922,0.15673,0.21425,0.2131,0.21671,0.17955,0.17471,0.18261,0.18965,0.2381,0.16684,0.17108,0.88926,0.19708,0.23049,0.87793,0.83529,0.19135,0.18251,0.22277,0.19615,0.20048,0.31573,0.13643
0.40074,0.33616,0.33768,0.34545,0.32658,0.35292,0.34906,0.34706,0.47415,0.41489,0.31468,0.31738,0.32588,0.3948,0.35798,0.37794,0.36328,0.3706,0.369,0.35014,0.3471,0.38818,0.34827,0.3779,0.28877,0.30755,0.34921,0.31654,0.37729,0.3675,0.34912,0.30833,0.38053,0.39754,0.38579,0.36836,0.36094,0.34204,0.92154,0.34864,0.35446,0.64885,0.92173,0.33337,0.3248,0.31442,0.3977,0.35603,0.4226,0.36334
0.26782,0.23904,0.21887,0.22721,0.22492,0.22901,0.21502,0.20691,0.3144,0.24337,0.17515,0.21415,0.16757,0.30662,0.22664,0.2238,0.18176,0.19863,0.26249,0.19832,0.27064,0.20033,0.21945,0.25355,0.13598,0.20028,0.22734,0.2096,0.23007,0.26115,0.21117,0.18509,0.21781,0.25095,0.18397,0.25856,0.20904,0.23709,0.96908,0.18202,0.23587,0.83076,0.94635,0.19696,0.20732,0.20809,0.21555,0.19985,0.22858,0.19485
0.39415,0.34673,0.37496,0.34741,0.35578,0.32024,0.35907,0.33396,0.44398,0.43541,0.29127,0.33244,0.35019,0.42194,0.37885,0.35334,0.32621,0.34902,0.39707,0.32593,0.36726,0.36489,0.35989,0.37544,0.29061,0.32443,0.34737,0.31518,0.38161,0.35545,0.35482,0.32294,0.35333,0.33134,0.3472,0.31094,0.30725,0.31817,0.88259,0.3068,0.32834,0.70856,0.84055,0.29504,0.33419,0.3165,0.35153,0.34423,0.46153,0.3195
