0.66736,0.26598,0.066661
0.71459,0.26923,0.016181
0.73233,0.25561,0.012056
0.59079,0.25457,0.15463
0.7484,0.2029,0.0487
0.55308,0.38378,0.063141
0.70151,0.28852,0.0099667
0.62418,0.33453,0.041291
0.60487,0.32751,0.067619
0.76069,0.12076,0.11855
0.6488,0.30712,0.044074
0.83956,0.14441,0.016032
0.59672,0.2956,0.10768
0.66453,0.29547,0.039992
0.82326,0.11983,0.056914
0.56827,0.38284,0.048894
0.72856,0.20713,0.064311
0.61315,0.26048,0.12637
0.64083,0.29301,0.066158
0.69418,0.29819,0.0076278
0.62297,0.33793,0.039098
0.66124,0.26107,0.077689
0.67661,0.21063,0.11277
0.66053,0.17924,0.16023
0.72832,0.22835,0.043331
0.53844,0.36677,0.094789
0.61114,0.36117,0.027696
0.73901,0.19075,0.070243
0.71304,0.20499,0.081974
0.5053,0.3253,0.1694
0.58203,0.38937,0.0286
0.55741,0.37811,0.064486
0.71051,0.27649,0.013002
0.68009,0.22812,0.091789
0.5683,0.33584,0.09586
0.79892,0.14009,0.060992
0.63449,0.17667,0.18884
0.73162,0.20598,0.062402
0.75838,0.14304,0.098581
0.81563,0.13574,0.048635
0.67787,0.24744,0.074695
0.68281,0.20566,0.11154
0.62165,0.29774,0.080614
0.70632,0.24461,0.049076
0.62772,0.35067,0.021605
0.69034,0.24199,0.067666
0.67077,0.29118,0.038051
0.58316,0.27898,0.13786
0.64641,0.31303,0.040552
0.78289,0.14956,0.067542
0.58463,0.30198,0.11339
0.73765,0.18332,0.079029
0.57399,0.20974,0.21627
0.72834,0.19945,0.07221
0.47677,0.4446,0.078636
0.45941,0.47492,0.065673
0.8429,0.11943,0.037672
0.58232,0.3808,0.036874
0.67065,0.25939,0.069957
0.76843,0.1903,0.04127
0.75475,0.11791,0.12734
0.64603,0.31799,0.035983
0.64164,0.28537,0.072987
0.44677,0.32557,0.22766
0.59076,0.32623,0.083005
0.70224,0.23951,0.058256
0.54813,0.40148,0.05039
0.80901,0.095252,0.095741
0.55052,0.31056,0.13891
0.60389,0.34285,0.053262
0.70199,0.23592,0.062093
0.62089,0.35412,0.024991
0.74594,0.14174,0.11232
0.47148,0.35379,0.17473
0.49288,0.34434,0.16277
0.74376,0.19501,0.061237
0.75649,0.16145,0.082059
0.80601,0.15387,0.040115
0.66086,0.25484,0.084296
0.67326,0.25582,0.070921
0.84731,0.098057,0.054636
0.51698,0.43123,0.051786
0.7246,0.24158,0.033818
0.80996,0.18264,0.007406
0.62686,0.35713,0.016012
0.82102,0.13804,0.040943
0.74568,0.21714,0.037175
0.75654,0.19637,0.047095
0.67426,0.19419,0.13155
0.46962,0.45734,0.073036
0.69278,0.20789,0.099332
0.71676,0.27429,0.0089545
0.52308,0.33965,0.13727
0.65188,0.16737,0.18076
0.68142,0.23267,0.085912
0.61295,0.28279,0.10426
0.65352,0.15557,0.19092
0.71836,0.27532,0.0063225
0.64944,0.17691,0.17365
0.53159,0.27426,0.19415
0.6604,0.27183,0.067771
0.73575,0.23891,0.025336
0.77935,0.158,0.06265
0.63899,0.34286,0.018143
0.65597,0.2047,0.13933
0.72639,0.26196,0.011644
0.46646,0.46202,0.071515
0.78139,0.18416,0.034457
0.54217,0.38582,0.07201
0.72458,0.16354,0.11188
0.4935,0.46713,0.039364
0.74311,0.21663,0.040258
0.73778,0.24085,0.021372
0.76562,0.20333,0.03106
0.75222,0.15783,0.089947
0.70657,0.2387,0.054735
0.73745,0.15091,0.11164
0.57789,0.3616,0.060509
0.57682,0.31695,0.10624
0.47063,0.34771,0.18166
0.60563,0.39056,0.0038157
0.69453,0.12016,0.18531
0.74147,0.20096,0.057565
0.66344,0.25914,0.077419
0.69941,0.24575,0.054833
0.56586,0.32073,0.11341
0.66143,0.26016,0.078408
0.59153,0.23673,0.17175
0.67406,0.15843,0.16751
0.55911,0.21761,0.22328
0.26586,0.566,0.16814
0.49186,0.35101,0.15713
0.63782,0.26899,0.09319
0.58661,0.37168,0.041716
0.51221,0.3901,0.097684
0.66205,0.21806,0.11989
0.72859,0.23113,0.040272
0.79473,0.14859,0.056679
0.74694,0.23944,0.013615
0.67546,0.27692,0.047616
0.75147,0.2267,0.021838
0.68816,0.18197,0.12987
0.46666,0.23598,0.29736
0.73233,0.1656,0.10207
0.7249,0.19364,0.081459
0.67488,0.16064,0.16447
0.50068,0.43993,0.05939
0.47,0.33281,0.19719
0.54214,0.36821,0.089652
0.60287,0.29008,0.10705
0.58576,0.38504,0.029193
0.64102,0.2977,0.061278
0.63294,0.31362,0.05344
0.79916,0.17017,0.030664
0.54287,0.41831,0.038817
0.81683,0.16705,0.016118
0.69652,0.16617,0.13731
0.80681,0.15058,0.042611
0.86567,0.11574,0.018587
0.65735,0.24533,0.097319
0.83536,0.10009,0.064552
0.5752,0.25128,0.17352
0.70832,0.18029,0.11139
0.61658,0.36133,0.022089
0.53835,0.32193,0.13971
0.54363,0.2613,0.19508
0.61588,0.31327,0.070851
0.64458,0.24331,0.11211
0.81485,0.11266,0.072494
0.59043,0.32591,0.08366
0.64059,0.33991,0.019493
0.64984,0.32571,0.024447
0.68989,0.29156,0.01855
0.59952,0.27578,0.1247
0.75497,0.21367,0.031358
0.74428,0.1646,0.091127
0.68045,0.15176,0.16778
0.74925,0.19019,0.060561
0.5183,0.31003,0.17167
